"GeoFIPS","GeoName","Region","ComponentId","ComponentName","IndustryId","IndustryClassification","Description","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"35300","New Haven-Milford, CT (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","1","...","All industry total",30764,32494,33743,36942,37968,39834,41480,41276,40343,41021,41208,42220,42986,44123,45091
"35300","New Haven-Milford, CT (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","2","..."," Private industries",27378,28976,30069,33071,33941,35703,37115,36606,35617,36149,36249,37271,37927,38905,39787
"35300","New Haven-Milford, CT (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","3","11","  Agriculture, forestry, fishing, and hunting",41,43,45,49,52,"(D)",58,"(D)","(D)","(D)","(D)","(D)",50,49,47
"35300","New Haven-Milford, CT (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","4","111-112","   Farms",29,32,34,41,45,45,50,36,34,39,30,33,42,41,"(NA)"
"35300","New Haven-Milford, CT (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","5","113-115","   Forestry, fishing, and related activities",13,12,11,8,7,"(D)",8,"(D)","(D)","(D)","(D)","(D)",8,9,"(NA)"
"35300","New Haven-Milford, CT (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","6","21","  Mining",29,29,33,29,34,"(D)",56,"(D)","(D)","(D)","(D)","(D)",64,79,75
"35300","New Haven-Milford, CT (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","7","211","   Oil and gas extraction","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(NA)"
"35300","New Haven-Milford, CT (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","8","212","   Mining, except oil and gas","(D)","(D)","(D)","(D)",34,"(D)",56,"(D)","(D)","(D)","(D)","(D)",64,78,"(NA)"
"35300","New Haven-Milford, CT (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","9","213","   Support activities for mining","(D)","(D)","(D)","(D)","(L)","(L)","(L)","(D)","(L)","(L)",1,1,1,1,"(NA)"
"35300","New Haven-Milford, CT (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","10","22","  Utilities",317,323,347,329,373,455,486,456,519,572,566,644,844,846,910
