"GeoFIPS","GeoName","Region","ComponentId","ComponentName","IndustryId","IndustryClassification","Description","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"12700","Barnstable Town, MA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","1","...","All industry total",7359,8207,8288,8547,8819,8805,8746,8790,8854,9079,9450,9989,10194,10468,10898
"12700","Barnstable Town, MA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","2","..."," Private industries",6148,6969,6988,7177,7370,7258,7033,7016,7077,7251,7555,8102,8246,8492,8897
"12700","Barnstable Town, MA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","3","11","  Agriculture, forestry, fishing, and hunting",26,24,25,27,"(D)","(D)","(D)",37,"(D)","(D)",36,35,"(D)",28,29
"12700","Barnstable Town, MA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","4","111-112","   Farms",4,5,6,8,9,10,13,19,13,17,16,12,12,7,"(NA)"
"12700","Barnstable Town, MA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","5","113-115","   Forestry, fishing, and related activities",21,19,20,19,"(D)","(D)","(D)",19,"(D)","(D)",21,23,"(D)",21,"(NA)"
"12700","Barnstable Town, MA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","6","21","  Mining",8,8,7,8,"(D)","(D)","(D)",8,"(D)","(D)",10,13,"(D)",21,"(D)"
"12700","Barnstable Town, MA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","7","211","   Oil and gas extraction","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(D)","(D)","(D)","(D)","(NA)"
"12700","Barnstable Town, MA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","8","212","   Mining, except oil and gas",8,8,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"12700","Barnstable Town, MA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","9","213","   Support activities for mining","(L)","(L)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(L)","(L)","(L)","(L)","(D)","(NA)"
"12700","Barnstable Town, MA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","10","22","  Utilities",137,118,122,121,135,152,160,149,166,156,146,133,142,132,131
"12700","Barnstable Town, MA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","11","23","  Construction",475,510,557,643,688,681,647,584,537,514,535,607,649,693,746
"12700","Barnstable Town, MA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","12","31-33","  Manufacturing",233,223,234,192,209,226,227,218,232,234,242,261,270,289,"(D)"
"12700","Barnstable Town, MA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","13","...","   Durable goods manufacturing",162,"(D)","(D)","(D)",142,149,"(D)","(D)","(D)",148,159,172,176,192,220
"12700","Barnstable Town, MA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","14","321","    Wood products manufacturing",1,1,1,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",1,"(D)","(D)","(NA)"
"12700","Barnstable Town, MA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","15","327","    Nonmetallic mineral products manufacturing",9,11,12,13,15,21,20,15,10,11,11,12,13,15,"(NA)"
"12700","Barnstable Town, MA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","16","331","    Primary metals manufacturing","(D)","(L)","(L)","(L)","(L)","(D)","(D)","(D)","(D)","(D)","(D)","(L)","(L)","(L)","(NA)"
"12700","Barnstable Town, MA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","17","332","    Fabricated metal products","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",10,"(D)","(NA)"
"12700","Barnstable Town, MA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","18","333","    Machinery manufacturing","(D)",3,4,4,4,5,12,11,12,17,18,15,16,15,"(NA)"
"12700","Barnstable Town, MA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","19","334","    Computer and electronic products manufacturing",78,72,67,70,84,81,86,78,72,84,96,114,115,128,"(NA)"
"12700","Barnstable Town, MA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","20","335","    Electrical equipment, appliance, and components manufacturing","(D)","(L)","(L)","(L)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"12700","Barnstable Town, MA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","21","3361-3363","    Motor vehicles, bodies and trailers, and parts manufacturing","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(NA)"
"12700","Barnstable Town, MA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","22","3364-3366, 3369","    Other transportation equipment manufacturing",2,2,2,3,3,2,4,1,1,1,2,2,2,"(D)","(NA)"
"12700","Barnstable Town, MA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","23","337","    Furniture and related products manufacturing",6,6,6,7,8,8,7,6,4,4,4,3,4,4,"(NA)"
"12700","Barnstable Town, MA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","24","339","    Miscellaneous manufacturing",46,38,49,10,9,10,9,12,15,15,14,16,14,15,"(NA)"
"12700","Barnstable Town, MA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","25","...","   Nondurable goods manufacturing",71,"(D)","(D)","(D)",67,77,"(D)","(D)","(D)",87,83,89,94,97,"(D)"
"12700","Barnstable Town, MA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","26","311-312","    Food and beverage and tobacco products manufacturing",28,"(D)","(D)",18,18,20,17,18,24,26,24,26,28,33,"(NA)"
"12700","Barnstable Town, MA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","27","313-314","    Textile mills and textile product mills",4,4,4,"(D)",3,2,2,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"12700","Barnstable Town, MA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","28","315-316","    Apparel and leather and allied products manufacturing","(L)","(D)","(D)","(L)","(D)",2,1,1,"(D)","(D)","(L)",1,"(L)",1,"(NA)"
"12700","Barnstable Town, MA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","29","322","    Paper products manufacturing","(D)","(D)","(D)","(L)","(L)","(L)","(L)","(L)",1,"(D)","(D)","(D)","(D)",2,"(NA)"
"12700","Barnstable Town, MA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","30","323","    Printing and related support activities",10,10,10,10,11,12,14,13,10,10,9,9,9,8,"(NA)"
"12700","Barnstable Town, MA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","31","324","    Petroleum and coal products manufacturing","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"12700","Barnstable Town, MA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","32","325","    Chemical products manufacturing","(D)",17,19,"(D)","(D)","(D)",28,32,38,40,41,43,47,45,"(NA)"
"12700","Barnstable Town, MA (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","33","326","    Plastics and rubber products manufacturing","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
