"GeoFIPS","GeoName","Region","ComponentId","ComponentName","IndustryId","IndustryClassification","Description","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","1","...","All industry total",148192,153025,161409,171436,182029,186233,193230,195668,192050,199606,209358,217269,225837,237643,248779
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","2","..."," Private industries",134672,138833,146533,155872,165700,169189,175568,177042,172731,179749,189672,197151,205224,216252,226951
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","3","11","  Agriculture, forestry, fishing, and hunting","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",833,764,723
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","4","111-112","   Farms",299,396,393,512,452,498,498,624,535,544,663,745,671,591,"(NA)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","5","113-115","   Forestry, fishing, and related activities","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",162,173,"(NA)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","6","21","  Mining","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",707,741,587
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","7","211","   Oil and gas extraction","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","8","212","   Mining, except oil and gas","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",668,709,"(NA)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","9","213","   Support activities for mining","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","10","22","  Utilities","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",3477,3493,3570
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","11","23","  Construction",6854,6944,7563,8495,9096,9052,9132,8060,6775,6201,6552,6943,7758,8447,9463
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","12","31-33","  Manufacturing",19375,19772,22080,23718,25333,25601,24426,24715,24189,25174,27836,29508,29615,32207,33607
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","13","...","   Durable goods manufacturing","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",15664,16199,17081,18247,19710,21098
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)"," ","200","Gross domestic product (GDP) by metropolitan area","14","321","    Wood products manufacturing","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",421,407,"(NA)"
